trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,AL,L1,sound_path,AFC1,AFC2,AFC3,AFC1_color,AFC2_color,AFC3_color,recognition_text,recognition_correctness,recall_AL,recall_L1,SEM_AL,variant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp_2.rt,key_resp.keys,key_resp.rt,recall_rt,recall_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,rows,key_resp_10.keys,key_resp_10.rt,key_resp_3.keys,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,key_resp_3.rt,recall_test_rt,recall_test_text,key_resp_4.keys,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran
,,,,,tinfetu,микрофон,tinfetu.wav,стрела,микрофон,пальма,black,green,black,tinfetu = колбаса?,0,kasfine,мельница,kankeru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,23,23,23,1,2.024965,,,,,,,,,,,,,,,,
,,,,,tekuru,хобот,tekuru.wav,точилка,роза,хобот,black,black,green,tekuru = костюм?,0,tuvene,ведро,akufu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,24,24,24,1,3.338745,,,,,,,,,,,,,,,,
,,,,,akete,колбаса,akete.wav,качели,хобот,колбаса,black,black,green,akete = мельница?,0,derartu,самолет,nevetu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,25,25,25,1,2.552085,,,,,,,,,,,,,,,,
,,,,,avade,флаг,avade.wav,ремень,стрела,флаг,black,black,green,avade = утюг?,0,topeme,терка,reskane,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,26,26,26,1,2.59816,,,,,,,,,,,,,,,,
,,,,,kavitu,копилка,kavitu.wav,веер,шашлык,копилка,black,black,green,kavitu = шприц?,0,enkene,коридор,eskife,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,27,27,27,1,2.590675,,,,,,,,,,,,,,,,
,,,,,vantimu,пистолет,vantimu.wav,пистолет,одуванчик,микрофон,green,black,black,vantimu = пистолет?,1,makevu,аквариум,akete,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,28,28,28,1,2.681095,,,,,,,,,,,,,,,,
,,,,,morvidu,гранат,morvidu.wav,шашлык,гранат,удочка,black,green,black,morvidu = гранат?,1,avade,флаг,topeme,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,29,29,29,1,3.0338,,,,,,,,,,,,,,,,
,,,,,kambipu,колокол,kambipu.wav,колокол,веер,микрофон,green,black,black,kambipu = колокол?,1,derene,стол,potabu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,30,30,30,1,2.643065,,,,,,,,,,,,,,,,
,,,,,koderde,клубок,koderde.wav,компас,клубок,ведро,black,green,black,koderde = флаг?,0,denrete,свисток,pafinu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,31,31,31,1,2.380725,,,,,,,,,,,,,,,,
,,,,,rantare,наперсток,rantare.wav,наперсток,маяк,коридор,green,black,black,rantare = наперсток?,1,koderde,клубок,denrete,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,32,32,32,1,3.423385,,,,,,,,,,,,,,,,
,,,,,befadu,мяч,befadu.wav,гранат,терка,мяч,black,black,green,befadu = хобот?,0,kavenu,пальма,limate,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,0,33,33,33,1,,,,,,,,,,,,,,,,,
,,,,,tuvene,ведро,tuvene.wav,ведро,костыль,костюм,green,black,black,tuvene = ведро?,1,akufu,гвоздь,asamu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,34,34,34,1,2.48136,,,,,,,,,,,,,,,,
,,,,,kasfine,мельница,kasfine.wav,ремень,аквариум,мельница,black,black,green,kasfine = качели?,0,kankeru,компас,ediste,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,right,0,35,35,35,1,2.914695,,,,,,,,,,,,,,,,
,,,,,reskane,стрела,reskane.wav,колбаса,костюм,стрела,black,black,green,reskane = стрела?,1,rantare,наперсток,koderde,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,36,36,36,1,2.623205,,,,,,,,,,,,,,,,
,,,,,akufu,гвоздь,akufu.wav,гвоздь,самолет,клубок,green,black,black,akufu = пальма?,0,asamu,шприц,vortule,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,37,37,37,1,2.73173,,,,,,,,,,,,,,,,
,,,,,makevu,аквариум,makevu.wav,аквариум,конверт,свисток,green,black,black,makevu = аквариум?,1,akete,колбаса,derartu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,38,38,38,1,2.75003,,,,,,,,,,,,,,,,
,,,,,mubale,намордник,mubale.wav,намордник,мельница,домино,green,black,black,mubale = намордник?,1,kavitu,копилка,enkene,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,left,0,39,39,39,1,1.8654,,,,,,,,,,,,,,,,
,,,,,derartu,самолет,derartu.wav,наперсток,самолет,конверт,black,green,black,derartu = свисток?,0,nevetu,шашлык,vantimu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,0,0,0,1,,,,,,,,
,,,,,asamu,шприц,asamu.wav,одуванчик,флаг,шприц,black,black,green,asamu = клубок?,0,vortule,роза,mubale,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.837775,vortule,"[""v"",""o"",""r"",""t"",""u"",""l"",""e"",""return""]",0,1,1,1,1,"[2.0865349999985483,2.2649349999990136,2.717805000000226,2.9818850000012844,3.165749999999889,3.4857650000012654,3.6642199999987497,3.837774999999965]",,,,,,,
,,,,,farimu,конверт,farimu.wav,мяч,конверт,компас,black,green,black,farimu = конверт?,1,ekiste,качели,bokente,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39053,,"[""return""]",0,2,2,2,1,[3.390530000000581],,,,,,,
,,,,,vortule,роза,vortule.wav,роза,мельница,коридор,green,black,black,vortule = роза?,1,mubale,намордник,kavitu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.472295,mubale,"[""m"",""u"",""b"",""a"",""l"",""e"",""return""]",0,3,3,3,1,"[2.81646499999988,3.3444650000019465,4.024985000000015,4.0967450000025565,4.2400999999990745,4.35225999999966,4.472294999999576]",,,,,,,
,,,,,topeme,терка,topeme.wav,качели,домино,терка,black,black,green,topeme = терка?,1,reskane,стрела,rantare,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.40846,reskane,"[""r"",""e"",""s"",""k"",""a"",""n"",""e"",""return""]",0,4,4,4,1,"[5.224699999999075,5.288570000000618,5.536564999998518,5.80058999999892,5.897229999998672,6.208520000000135,6.315899999997782,6.40845999999874]",,,,,,,
,,,,,kavenu,пальма,kavenu.wav,шприц,свисток,пальма,black,black,green,kavenu = домино?,0,limate,удочка,tekuru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,5,5,5,1,,,,,,,,
,,,,,farantu,точилка,farantu.wav,свисток,точилка,шашлык,black,green,black,farantu = точилка?,1,sankadu,домино,befadu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.63018,sankime,"[""s"",""a"",""n"",""k"",""i"",""m"",""e"",""return""]",0,6,6,6,1,"[3.3102450000005774,3.5336700000007113,3.7897400000001653,4.7576200000003155,5.213695000001962,5.437745000002906,5.525505000001431,5.630180000000109]",,,,,,,
,,,,,pafinu,ремень,pafinu.wav,ремень,маяк,шашлык,green,black,black,pafinu = ремень?,1,morvidu,гранат,avade,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68669,morvidu,"[""m"",""o"",""r"",""v"",""i"",""d"",""u"",""return""]",0,7,7,7,1,"[3.0387399999999616,3.447070000001986,3.838740000002872,4.310670000002574,4.718655000000581,5.13466000000335,5.374635000000126,5.686690000002272]",,,,,,,
,,,,,nevetu,шашлык,nevetu.wav,шашлык,копилка,стрела,green,black,black,nevetu = шашлык?,1,vantimu,пистолет,makevu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.997565,vantimu,"[""v"",""a"",""n"",""t"",""i"",""m"",""e"",""backspace"",""u"",""return""]",0,8,8,8,1,"[2.4643549999998413,2.5494950000027075,2.853490000001102,3.1815750000021126,3.373545000001968,3.7094350000004397,3.837390000000596,4.231080000001157,4.630834999999706,4.997565000001259]",,,,,,,
,,,,,potabu,маяк,potabu.wav,маяк,клубок,наперсток,green,black,black,potabu = маяк?,1,kambipu,колокол,derene,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,"[""e""]",0,9,9,9,1,[6.944015000000718],,,,,,,
,,,,,felkure,веер,felkure.wav,шприц,веер,костюм,black,green,black,felkure = веер?,1,apokte,костюм,farimu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.554545,bokuve,"[""b"",""o"",""k"",""u"",""v"",""e"",""return""]",0,10,10,10,1,"[2.9386649999978545,3.1470549999976356,4.547039999997651,4.8826200000003155,5.250625000000582,5.41329499999847,5.554544999999052]",,,,,,,
,,,,,bokente,костыль,bokente.wav,костыль,пальма,кроссворд,green,black,black,bokente = микрофон?,0,farantu,точилка,sankadu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.048425,enkere,"[""e"",""n"",""k"",""e"",""r"",""e"",""return""]",0,11,11,11,1,"[2.670920000000706,3.28096500000197,3.5194699999992736,3.6548699999989367,3.8868499999991855,3.9588699999987966,4.048425000001089]",,,,,,,
,,,,,eskife,одуванчик,eskife.wav,компас,гвоздь,одуванчик,black,black,green,eskife = одуванчик?,1,kovaru,утюг,tinfetu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.02272,kovitu,"[""k"",""o"",""v"",""i"",""t"",""u"",""return""]",0,12,12,12,1,"[3.080500000000029,3.1907050000008894,3.5827250000002095,3.7186650000003283,4.08038999999917,4.958709999998973,5.022720000000845]",,,,,,,
,,,,,kovaru,утюг,kovaru.wav,аквариум,утюг,стрела,black,green,black,kovaru = мяч?,0,tinfetu,микрофон,kasfine,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,13,13,13,1,,,,,,,,
,,,,,sankadu,домино,sankadu.wav,стрела,домино,колокол,black,green,black,sankadu = гвоздь?,0,befadu,мяч,kavenu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,14,14,14,1,,,,,,,,
,,,,,ekiste,качели,ekiste.wav,качели,самолет,пистолет,green,black,black,ekiste = кроссворд?,0,bokente,костыль,farantu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.335155,bokavu,"[""b"",""o"",""k"",""a"",""v"",""u"",""return""]",0,15,15,15,1,"[2.9037499999976717,3.129784999997355,3.3671849999989263,3.4870950000001812,3.903114999997115,4.351119999999128,5.335155000000441]",,,,,,,
,,,,,apokte,костюм,apokte.wav,маяк,гранат,костюм,black,black,green,apokte = копилка?,0,farimu,конверт,ekiste,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.49272,kavitu,"[""k"",""a"",""v"",""i"",""t"",""u"",""return""]",0,16,16,16,1,"[5.292735000002722,5.388495000003104,5.900730000001204,5.997135000001435,6.308675000000221,6.356654999999591,6.492720000002009]",,,,,,,
,,,,,derene,стол,derene.wav,намордник,компас,стол,black,black,green,derene = самолет?,0,potabu,маяк,kambipu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.85908,,"[""return""]",0,17,17,17,1,[6.859080000002223],,,,,,,
,,,,,ediste,кроссворд,ediste.wav,гвоздь,мельница,кроссворд,black,black,green,ediste = стол?,0,felkure,веер,apokte,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.282715,,"[""return""]",0,18,18,18,1,[2.2827150000011898],,,,,,,
,,,,,kankeru,компас,kankeru.wav,компас,клубок,костыль,green,black,black,kankeru = компас?,1,ediste,кроссворд,felkure,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,19,19,19,1,,,,,,,,
,,,,,limate,удочка,limate.wav,удочка,мяч,утюг,green,black,black,limate = удочка?,1,tekuru,хобот,tuvene,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.885625,tekuru,"[""t"",""e"",""k"",""u"",""r"",""u"",""return""]",0,20,20,20,1,"[5.7103050000002895,5.99776000000179,6.421705000000429,6.58973999999921,6.677400000000262,6.757560000001604,6.885625000002392]",,,,,,,
,,,,,enkene,коридор,enkene.wav,коридор,удочка,роза,green,black,black,enkene = коридор?,1,eskife,одуванчик,kovaru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.77119,eskeru,"[""e"",""s"",""k"",""e"",""r"",""u"",""return""]",0,21,21,21,1,"[2.5392200000023877,2.755185000001802,3.083230000000185,3.3968150000000605,3.9312000000027183,4.091150000000425,4.7711899999994785]",,,,,,,
,,,,,denrete,свисток,denrete.wav,стол,пальма,свисток,black,black,green,denrete = костыль?,0,pafinu,ремень,morvidu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,22,22,22,1,,,,,,,,
,,,,,tinfetu,микрофон,tinfetu.wav,стрела,микрофон,пальма,black,green,black,tinfetu = колбаса?,0,kasfine,мельница,kankeru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.035685,kasfine,"[""k"",""a"",""s"",""f"",""i"",""n"",""e"",""return""]",0,23,23,23,1,"[4.644234999999753,4.781470000001718,5.051484999999957,5.467530000001716,5.619430000002694,5.891440000003058,5.981035000000702,6.035685000002559]",,,,,,,
,,,,,tekuru,хобот,tekuru.wav,точилка,роза,хобот,black,black,green,tekuru = костюм?,0,tuvene,ведро,akufu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.939485,tuvene,"[""t"",""u"",""v"",""e"",""n"",""e"",""return""]",0,24,24,24,1,"[5.371484999999666,5.707454999999754,6.059470000000147,6.131420000001526,6.547464999999647,6.6432500000009895,6.939484999998967]",,,,,,,
,,,,,akete,колбаса,akete.wav,качели,хобот,колбаса,black,black,green,akete = мельница?,0,derartu,самолет,nevetu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.24108,,"[""return""]",0,25,25,25,1,[6.2410799999997835],,,,,,,
,,,,,avade,флаг,avade.wav,ремень,стрела,флаг,black,black,green,avade = утюг?,0,topeme,терка,reskane,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.864865,,"[""return""]",0,26,26,26,1,[5.864864999999554],,,,,,,
,,,,,kavitu,копилка,kavitu.wav,веер,шашлык,копилка,black,black,green,kavitu = шприц?,0,enkene,коридор,eskife,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.951525,enkene,"[""e"",""n"",""k"",""e"",""n"",""e"",""return""]",0,27,27,27,1,"[3.1923299999980372,3.663719999996829,3.887639999997191,4.215554999998858,4.703544999996666,5.159534999998868,5.951524999996764]",,,,,,,
,,,,,vantimu,пистолет,vantimu.wav,пистолет,одуванчик,микрофон,green,black,black,vantimu = пистолет?,1,makevu,аквариум,akete,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,28,28,28,1,,,,,,,,
,,,,,morvidu,гранат,morvidu.wav,шашлык,гранат,удочка,black,green,black,morvidu = гранат?,1,avade,флаг,topeme,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,"[""m"",""a"",""r"",""backspace"",""backspace"",""backspace"",""backspace""]",0,29,29,29,1,"[1.6805899999999383,1.7995750000009139,2.514209999997547,3.0556350000006205,3.2156049999973675,3.3915799999995215,3.815634999999247]",,,,,,,
,,,,,kambipu,колокол,kambipu.wav,колокол,веер,микрофон,green,black,black,kambipu = колокол?,1,derene,стол,potabu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.115745,erene,"[""d"",""e"",""r"",""e"",""n"",""e"",""return""]",0,30,30,30,1,"[5.476464999999735,5.5718699999997625,5.7804450000001,5.8518350000013015,5.964130000000296,6.022235000000137,6.115745000002789]",,,,,,,
,,,,,koderde,клубок,koderde.wav,компас,клубок,ведро,black,green,black,koderde = флаг?,0,denrete,свисток,pafinu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.471285,ereke,"[""d"",""e"",""r"",""e"",""k"",""e"",""return""]",0,31,31,31,1,"[5.399584999999206,5.503544999999576,5.967554999999265,6.039519999998674,6.319500000001426,6.38350999999966,6.471284999999625]",,,,,,,
,,,,,rantare,наперсток,rantare.wav,наперсток,маяк,коридор,green,black,black,rantare = наперсток?,1,koderde,клубок,denrete,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,"[""k"",""o"",""d"",""e"",""r""]",0,32,32,32,1,"[5.968694999999798,6.056080000002339,6.520075000000588,6.60003000000188,6.807994999999437]",,,,,,,
,,,,,befadu,мяч,befadu.wav,гранат,терка,мяч,black,black,green,befadu = хобот?,0,kavenu,пальма,limate,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3877,,"[""return""]",0,33,33,33,1,[3.387699999999313],,,,,,,
,,,,,tuvene,ведро,tuvene.wav,ведро,костыль,костюм,green,black,black,tuvene = ведро?,1,akufu,гвоздь,asamu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.01527,,"[""return""]",0,34,34,34,1,[5.015269999999873],,,,,,,
,,,,,kasfine,мельница,kasfine.wav,ремень,аквариум,мельница,black,black,green,kasfine = качели?,0,kankeru,компас,ediste,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1515,,"[""return""]",0,35,35,35,1,[5.151499999999942],,,,,,,
,,,,,reskane,стрела,reskane.wav,колбаса,костюм,стрела,black,black,green,reskane = стрела?,1,rantare,наперсток,koderde,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,0,36,36,36,1,,,,,,,,
,,,,,akufu,гвоздь,akufu.wav,гвоздь,самолет,клубок,green,black,black,akufu = пальма?,0,asamu,шприц,vortule,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57616,,"[""return""]",0,37,37,37,1,[2.5761600000007547],,,,,,,
,,,,,makevu,аквариум,makevu.wav,аквариум,конверт,свисток,green,black,black,makevu = аквариум?,1,akete,колбаса,derartu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.163255,kere,"[""a"",""k"",""e"",""r"",""e"",""return""]",0,38,38,38,1,"[3.034784999999829,4.290754999998171,4.442689999999857,5.013269999999466,5.074779999999009,5.163254999999481]",,,,,,,
,,,,,mubale,намордник,mubale.wav,намордник,мельница,домино,green,black,black,mubale = намордник?,1,kavitu,копилка,enkene,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,"[""k"",""a"",""v""]",0,39,39,39,1,"[5.790629999999737,5.880484999998089,6.198004999998602]",,,,,,,
,,,,,derartu,самолет,derartu.wav,наперсток,самолет,конверт,black,green,black,derartu = свисток?,0,nevetu,шашлык,vantimu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.891105,0,0,0,0,1
,,,,,asamu,шприц,asamu.wav,одуванчик,флаг,шприц,black,black,green,asamu = клубок?,0,vortule,роза,mubale,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.93254,0,1,1,1,1
,,,,,farimu,конверт,farimu.wav,мяч,конверт,компас,black,green,black,farimu = конверт?,1,ekiste,качели,bokente,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.472885,0,2,2,2,1
,,,,,vortule,роза,vortule.wav,роза,мельница,коридор,green,black,black,vortule = роза?,1,mubale,намордник,kavitu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.19334,0,3,3,3,1
,,,,,topeme,терка,topeme.wav,качели,домино,терка,black,black,green,topeme = терка?,1,reskane,стрела,rantare,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.035365,0,4,4,4,1
,,,,,kavenu,пальма,kavenu.wav,шприц,свисток,пальма,black,black,green,kavenu = домино?,0,limate,удочка,tekuru,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.33257,0,5,5,5,1
,,,,,farantu,точилка,farantu.wav,свисток,точилка,шашлык,black,green,black,farantu = точилка?,1,sankadu,домино,befadu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.93819,0,6,6,6,1
,,,,,pafinu,ремень,pafinu.wav,ремень,маяк,шашлык,green,black,black,pafinu = ремень?,1,morvidu,гранат,avade,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.654815,0,7,7,7,1
,,,,,nevetu,шашлык,nevetu.wav,шашлык,копилка,стрела,green,black,black,nevetu = шашлык?,1,vantimu,пистолет,makevu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.35141,0,8,8,8,1
,,,,,potabu,маяк,potabu.wav,маяк,клубок,наперсток,green,black,black,potabu = маяк?,1,kambipu,колокол,derene,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,1
,,,,,felkure,веер,felkure.wav,шприц,веер,костюм,black,green,black,felkure = веер?,1,apokte,костюм,farimu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.12057,0,10,10,10,1
,,,,,bokente,костыль,bokente.wav,костыль,пальма,кроссворд,green,black,black,bokente = микрофон?,0,farantu,точилка,sankadu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.638385,0,11,11,11,1
,,,,,eskife,одуванчик,eskife.wav,компас,гвоздь,одуванчик,black,black,green,eskife = одуванчик?,1,kovaru,утюг,tinfetu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.33473,0,12,12,12,1
,,,,,kovaru,утюг,kovaru.wav,аквариум,утюг,стрела,black,green,black,kovaru = мяч?,0,tinfetu,микрофон,kasfine,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.932695,0,13,13,13,1
,,,,,sankadu,домино,sankadu.wav,стрела,домино,колокол,black,green,black,sankadu = гвоздь?,0,befadu,мяч,kavenu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.15511,0,14,14,14,1
,,,,,ekiste,качели,ekiste.wav,качели,самолет,пистолет,green,black,black,ekiste = кроссворд?,0,bokente,костыль,farantu,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.15006,0,15,15,15,1
,,,,,apokte,костюм,apokte.wav,маяк,гранат,костюм,black,black,green,apokte = копилка?,0,farimu,конверт,ekiste,0,2020-05-13_12h51.47.900,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.413115,0,16,16,16,1
