trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,AL,L1,sound_path,AFC1,AFC2,AFC3,AFC1_color,AFC2_color,AFC3_color,recognition_text,recognition_correctness,recall_AL,recall_L1,SEM_AL,variant,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,key_resp.keys,key_resp.rt,recall_rt,recall_text,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,rows,key_resp_10.keys,key_resp_10.rt,key_resp_3.keys,key_resp_3.rt,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_5.ran,recall_test_rt,recall_test_text,key_resp_4.keys,key_resp_4.rt,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_6.ran,key_resp_5.keys,key_resp_5.rt,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_7.ran
,,,,,tanibu,хобот,tanibu.wav,точилка,роза,хобот,black,black,green,tanibu = конверт?,0,trokele,терка,sulvidu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19035,trokale,"[""t"",""r"",""i"",""k"",""a"",""l"",""e"",""backspace"",""backspace"",""backspace"",""backspace"",""backspace"",""backspace"",""backspace"",""t"",""r"",""o"",""k"",""a"",""l"",""e"",""return""]","[1.8116800000425428,1.9825249998830259,2.36117499996908,2.6778199998661876,2.864079999970272,2.9706800000276417,3.113514999859035,3.730299999937415,3.84726499998942,3.9615299999713898,4.071059999987483,4.197174999862909,4.312995000043884,4.4443900000769645,4.701884999871254,4.846394999884069,5.249314999906346,5.632259999867529,5.788029999937862,5.910829999949783,6.0284750000573695,6.190350000048056]",0,38,38,38,1,,,,,,,
,,,,,abadu,костыль,abadu.wav,кроссворд,пальма,костыль,black,black,green,abadu = домино?,0,invaltu,флаг,tivere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04396,,"[""space"",""return""]","[1.92818499985151,2.043959999922663]",0,39,39,39,1,,,,,,,
,,,,,invaltu,флаг,invaltu.wav,ремень,флаг,стрела,black,green,black,invaltu = колокол?,0,tivere,конверт,erfate,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.452995,0,0,0,0,1
,,,,,panabu,свисток,panabu.wav,свисток,пальма,стол,green,black,black,panabu = свисток?,1,savere,шашлык,vembare,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.738945,0,1,1,1,1
,,,,,kaltane,стрела,kaltane.wav,костюм,стрела,колбаса,black,green,black,kaltane = стрела?,1,sevade,утюг,tevone,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.525155,0,2,2,2,1
,,,,,aderu,пистолет,aderu.wav,пистолет,одуванчик,микрофон,green,black,black,aderu = пистолет?,1,panabu,свисток,savere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.25508,0,3,3,3,1
,,,,,enkalu,пальма,enkalu.wav,шприц,пальма,свисток,black,green,black,enkalu = пальма?,1,pakanu,мельница,lornitu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.055185,0,4,4,4,1
,,,,,senkide,мяч,senkide.wav,мяч,гранат,терка,green,black,black,senkide = стол?,0,maviru,ремень,pentave,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.843925,0,5,5,5,1
,,,,,akastu,ведро,akastu.wav,костыль,костюм,ведро,black,black,green,akastu = ведро?,1,aderu,пистолет,panabu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.381335,0,6,6,6,1
,,,,,takuru,маяк,takuru.wav,наперсток,маяк,клубок,black,green,black,takuru = маяк?,1,larantu,веер,adiste,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.915005,0,7,7,7,1
,,,,,pakanu,мельница,pakanu.wav,мельница,аквариум,ремень,green,black,black,pakanu = мельница?,1,lornitu,микрофон,madide,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.8215,0,8,8,8,1
,,,,,beskadu,колбаса,beskadu.wav,качели,хобот,колбаса,black,black,green,beskadu = колбаса?,1,enkalu,пальма,pakanu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.206925,0,9,9,9,1
,,,,,venkere,аквариум,venkere.wav,аквариум,свисток,конверт,green,black,black,venkere = мяч?,0,abadu,костыль,invaltu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.68731,0,10,10,10,1
,,,,,renape,кроссворд,renape.wav,кроссворд,гвоздь,мельница,green,black,black,renape = кроссворд?,1,kanvidu,клубок,enkade,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.33785,0,11,11,11,1
,,,,,ovarde,коридор,ovarde.wav,роза,коридор,удочка,black,green,black,ovarde = коридор?,1,feranu,наперсток,nukene,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.287985,0,12,12,12,1
,,,,,nukene,колокол,nukene.wav,микрофон,колокол,веер,black,green,black,nukene = копилка?,0,enkontu,гранат,beskadu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.95472,0,13,13,13,1
,,,,,tivere,конверт,tivere.wav,мяч,компас,конверт,black,black,green,tivere = костыль?,0,erfate,самолет,renape,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.057265,0,14,14,14,1
,,,,,sevade,утюг,sevade.wav,утюг,стрела,аквариум,green,black,black,sevade = утюг?,1,tevone,копилка,favatu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.754205,0,15,15,15,1
,,,,,enkade,точилка,enkade.wav,шашлык,свисток,точилка,black,black,green,enkade = точилка?,1,takuru,маяк,larantu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.405225,0,16,16,16,1
,,,,,adiste,костюм,adiste.wav,маяк,гранат,костюм,black,black,green,adiste = хобот?,0,kaltane,стрела,sevade,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.809175,0,17,17,17,1
,,,,,madide,домино,madide.wav,стрела,колокол,домино,black,black,green,madide = флаг?,0,devinde,стол,senkide,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.12697,0,18,18,18,1
,,,,,devinde,стол,devinde.wav,компас,намордник,стол,black,black,green,devinde = костюм?,0,senkide,мяч,maviru,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.33211,0,19,19,19,1
,,,,,pentave,роза,pentave.wav,мельница,роза,коридор,black,green,black,pentave = роза?,1,pikide,намордник,mugalu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.021635,0,20,20,20,1
,,,,,dinrase,гвоздь,dinrase.wav,гвоздь,самолет,клубок,green,black,black,dinrase = гвоздь?,1,akastu,ведро,aderu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.80348,0,21,21,21,1
,,,,,enkontu,гранат,enkontu.wav,шашлык,удочка,гранат,black,black,green,enkontu = гранат?,1,beskadu,колбаса,enkalu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.859705,0,22,22,22,1
,,,,,feranu,наперсток,feranu.wav,маяк,коридор,наперсток,black,black,green,feranu = наперсток?,1,nukene,колокол,enkontu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.286385,0,23,23,23,1
,,,,,lornitu,микрофон,lornitu.wav,микрофон,пальма,стрела,green,black,black,lornitu = терка?,0,madide,домино,devinde,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.556045,0,24,24,24,1
,,,,,savere,шашлык,savere.wav,шашлык,копилка,стрела,green,black,black,savere = шашлык?,1,vembare,удочка,tanibu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.838525,0,25,25,25,1
,,,,,pikide,намордник,pikide.wav,намордник,мельница,домино,green,black,black,pikide = микрофон?,0,mugalu,качели,dinrase,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.704805,0,26,26,26,1
,,,,,mugalu,качели,mugalu.wav,пистолет,самолет,качели,black,black,green,mugalu = качели?,1,dinrase,гвоздь,akastu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.60764,0,27,27,27,1
,,,,,kanvidu,клубок,kanvidu.wav,компас,клубок,ведро,black,green,black,kanvidu = аквариум?,0,enkade,точилка,takuru,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.576425,0,28,28,28,1
,,,,,vembare,удочка,vembare.wav,удочка,утюг,мяч,green,black,black,vembare = удочка?,1,tanibu,хобот,trokele,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.904435,0,29,29,29,1
,,,,,maviru,ремень,maviru.wav,шашлык,маяк,ремень,black,black,green,maviru = веер?,0,pentave,роза,pikide,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.48269,0,30,30,30,1
,,,,,tevone,копилка,tevone.wav,шашлык,копилка,веер,black,green,black,tevone = клубок?,0,favatu,одуванчик,ovarde,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.957595,0,31,31,31,1
,,,,,enveku,шприц,enveku.wav,одуванчик,флаг,шприц,black,black,green,enveku = шприц?,1,venkere,аквариум,abadu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.12581,0,32,32,32,1
,,,,,larantu,веер,larantu.wav,веер,костюм,шприц,green,black,black,larantu = намордник?,0,adiste,костюм,kaltane,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.57856,0,33,33,33,1
,,,,,trokele,терка,trokele.wav,терка,домино,качели,green,black,black,trokele = ремень?,0,sulvidu,компас,enveku,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.136525,0,34,34,34,1
,,,,,favatu,одуванчик,favatu.wav,одуванчик,компас,гвоздь,green,black,black,favatu = одуванчик?,1,ovarde,коридор,feranu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.82105,0,35,35,35,1
,,,,,erfate,самолет,erfate.wav,самолет,наперсток,конверт,green,black,black,erfate = самолет?,1,renape,кроссворд,kanvidu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.38798,0,36,36,36,1
,,,,,sulvidu,компас,sulvidu.wav,клубок,костыль,компас,black,black,green,sulvidu = компас?,1,enveku,шприц,venkere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.74566,0,37,37,37,1
,,,,,tanibu,хобот,tanibu.wav,точилка,роза,хобот,black,black,green,tanibu = конверт?,0,trokele,терка,sulvidu,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.70471,0,38,38,38,1
,,,,,abadu,костыль,abadu.wav,кроссворд,пальма,костыль,black,black,green,abadu = домино?,0,invaltu,флаг,tivere,3,2020-05-13_13h51.47.770,words,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.72508,0,39,39,39,1
